#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
 20251215    18:22:35       0    221     64      -     98     86      0      0      0      0   8551   2715      1      0   5305      7      0    667     78 
 20251215    18:22:35       1     47     34      -      0      0      0      0      0      0   8551   2550      0      0   1398      5      0      0      0 
 20251215    18:22:35       2     40     34      -      0      0      0      0      0      0   8551   2550      0      0   1398      5      0      0      0 
 20251215    18:22:36       0    223     65      -     95     76      0      0      0      0   8551   2610      4      0   3883      7      0    170    283 
 20251215    18:22:36       1     48     34      -      1      0      0      0      0      0   8551   2550      0      0   1446      5      0    638    713 
 20251215    18:22:36       2     41     34      -      0      0      0      0      0      0   8551   2550      0      0   1450      5      0      0    320 
 20251215    18:22:37       0    220     65      -     93     75      0      0      0      0   8551   2715      0      0   3883      7      0    589    163 
 20251215    18:22:37       1     58     34      -     15      3      0      0      0      0   8551   2550      0      0   1446      5      0    894    938 
 20251215    18:22:37       2     51     35      -     14      2      0      0      0      0   8551   2550      0      0   1450      5      0    635      8 
 20251215    18:22:38       0    218     65      -     93     77      0      0      0      0   8551   2655      0      0   3885      7      0    889    380 
 20251215    18:22:38       1     56     34      -      0      0      0      0      0      0   8551   2550      0      0   1446      5      0    680      6 
 20251215    18:22:38       2     51     35      -     16      3      0      0      0      0   8551   2550      0      0   1450      5      0    627    683 
 20251215    18:22:39       0    219     65      -     94     75      0      0      0      0   8551   2715      0      0   3885      7      0    551    441 
 20251215    18:22:39       1     58     35      -     10      2      0      0      0      0   8551   2550      0      0   1446      5      0    860    712 
 20251215    18:22:39       2     51     35      -     14      2      0      0      0      0   8551   2550      0      0   1450      5      0    303    681 
 20251215    18:22:41       0    221     66      -     95     76      0      0      0      0   8551   2715      0      0   3885      7      0    364    395 
 20251215    18:22:41       1     55     34      -     16      3      0      0      0      0   8551   2550      0      0   1446      5      0     99      0 
 20251215    18:22:41       2     50     35      -     14      2      0      0      0      0   8551   2550      0      0   1450      5      0    684    724 
 20251215    18:22:42       0    220     65      -     95     76      0      0      0      0   8551   2715      0      0   3885      7      0    916    371 
 20251215    18:22:42       1     58     35      -     15      3      0      0      0      0   8551   2550      0      0   1446      5      0    526    831 
 20251215    18:22:42       2     51     35      -     15      3      0      0      0      0   8551   2550      0      0   1450      5      0    862    914 
 20251215    18:22:43       0    219     66      -     94     76      0      0      0      0   8551   2700      0      0   3885      7      0    667    112 
 20251215    18:22:43       1     56     35      -     14      3      0      0      0      0   8551   2550      0      0   1448      5      0      0      0 
 20251215    18:22:43       2     44     35      -      0      0      0      0      0      0   8551   2550      0      0   1450      5      0      0      0 
 20251215    18:22:44       0    221     66      -     94     76      0      0      0      0   8551   2715      0      0   3885      7      0    662    305 
 20251215    18:22:44       1     54     35      -     11      2      0      0      0      0   8551   2550      0      0   1448      5      0    373      0 
 20251215    18:22:44       2     48     35      -     13      2      0      0      0      0   8551   2550      0      0   1450      5      0    633    703 
