index, name, uuid, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 70, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 72, 60, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1632
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 2, 0, 32760, 1632
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 2089
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 372
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 336
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 74, 56, 32760, 2377
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 8, 1, 32760, 776
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 5, 0, 32760, 766
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 79, 58, 32760, 2707
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 7, 0, 32760, 1234
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 8, 0, 32760, 1196
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 76, 56, 32760, 3045
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 8, 0, 32760, 1380
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 9, 0, 32760, 1380
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 76, 55, 32760, 3203
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 76, 56, 32760, 3203
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 15, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 14, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 76, 56, 32760, 3203
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 16, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 78, 58, 32760, 3203
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 75, 56, 32760, 3203
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 14, 2, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 14, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 14, 2, 32760, 3203
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 11, 2, 32760, 3073
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 16, 3, 32760, 3205
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 16, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 7, 2, 32760, 3205
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 14, 2, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 60, 14, 32760, 3205
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 14, 2, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 14, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 3075
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 14, 2, 32760, 3075
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 15, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 92, 78, 32760, 3859
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 1, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 1, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 95, 80, 32760, 5303
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 100, 88, 32760, 5305
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 86, 32760, 5305
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 83, 32760, 5305
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 82, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 94, 75, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 77, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 17, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 97, 78, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 79, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 97, 78, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 16, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 79, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 17, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 79, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 97, 77, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 93, 76, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 15, 2, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 95, 76, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 12, 2, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 6, 1, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 96, 76, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 96, 77, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 96, 78, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 15, 2, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 14, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 96, 76, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 15, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 15, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 98, 77, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 97, 77, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 95, 77, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 93, 74, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 14, 3, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 95, 76, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 16, 3, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 95, 76, 32760, 3883
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1446
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1446
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 96, 77, 32760, 5303
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 100, 89, 32760, 5305
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 99, 86, 32760, 5305
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 96, 81, 32760, 5305
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1398
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1398
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 97, 86, 32760, 3857
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1420
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1420
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 93, 79, 32760, 3350
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1420
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1420
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 99, 70, 32760, 3722
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1420
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1420
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 99, 73, 32760, 4334
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1420
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1420
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 55, 3, 32760, 5152
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 1402
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 1402
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1632
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1632
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 69, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 70, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 71, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1632
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1632
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 0, 0, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 69, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 70, 59, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 71, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 70, 58, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 72, 59, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 72, 59, 32760, 1762
1, NVIDIA RTX 5000 Ada Generation, GPU-6adc9505-af45-4005-1682-6fb9910c889f, 0, 0, 32760, 4
2, NVIDIA RTX 5000 Ada Generation, GPU-879273ae-87e3-5160-934c-b21413f8a183, 0, 0, 32760, 4
0, NVIDIA RTX 5000 Ada Generation, GPU-0da9f2cd-67a6-4aee-3734-1ba42b668169, 72, 61, 32760, 1762
